uri,status,info
/repositories/12/resources/3411,200,"{'status': 'Updated', 'id': 3411, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3411', 'warnings': []}"
/repositories/12/resources/3412,200,"{'status': 'Updated', 'id': 3412, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3412', 'warnings': []}"
/repositories/12/resources/3414,200,"{'status': 'Updated', 'id': 3414, 'lock_version': 21, 'stale': True, 'uri': '/repositories/12/resources/3414', 'warnings': []}"
/repositories/12/resources/3416,200,"{'status': 'Updated', 'id': 3416, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3416', 'warnings': []}"
/repositories/12/resources/3417,200,"{'status': 'Updated', 'id': 3417, 'lock_version': 21, 'stale': True, 'uri': '/repositories/12/resources/3417', 'warnings': []}"
/repositories/12/resources/3418,200,"{'status': 'Updated', 'id': 3418, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3418', 'warnings': []}"
/repositories/12/resources/3419,200,"{'status': 'Updated', 'id': 3419, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3419', 'warnings': []}"
/repositories/12/resources/3421,200,"{'status': 'Updated', 'id': 3421, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3421', 'warnings': []}"
/repositories/12/resources/3422,200,"{'status': 'Updated', 'id': 3422, 'lock_version': 19, 'stale': True, 'uri': '/repositories/12/resources/3422', 'warnings': []}"
/repositories/12/resources/3442,200,"{'status': 'Updated', 'id': 3442, 'lock_version': 21, 'stale': True, 'uri': '/repositories/12/resources/3442', 'warnings': []}"
/repositories/12/resources/3444,200,"{'status': 'Updated', 'id': 3444, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3444', 'warnings': []}"
/repositories/12/resources/3471,200,"{'status': 'Updated', 'id': 3471, 'lock_version': 19, 'stale': True, 'uri': '/repositories/12/resources/3471', 'warnings': []}"
/repositories/12/resources/3511,200,"{'status': 'Updated', 'id': 3511, 'lock_version': 19, 'stale': True, 'uri': '/repositories/12/resources/3511', 'warnings': []}"
/repositories/12/resources/3525,200,"{'status': 'Updated', 'id': 3525, 'lock_version': 19, 'stale': True, 'uri': '/repositories/12/resources/3525', 'warnings': []}"
/repositories/12/resources/3527,200,"{'status': 'Updated', 'id': 3527, 'lock_version': 24, 'stale': True, 'uri': '/repositories/12/resources/3527', 'warnings': []}"
/repositories/12/resources/3539,200,"{'status': 'Updated', 'id': 3539, 'lock_version': 21, 'stale': True, 'uri': '/repositories/12/resources/3539', 'warnings': []}"
/repositories/12/resources/3546,200,"{'status': 'Updated', 'id': 3546, 'lock_version': 17, 'stale': True, 'uri': '/repositories/12/resources/3546', 'warnings': []}"
/repositories/12/resources/3554,200,"{'status': 'Updated', 'id': 3554, 'lock_version': 18, 'stale': True, 'uri': '/repositories/12/resources/3554', 'warnings': []}"
/repositories/12/resources/3582,200,"{'status': 'Updated', 'id': 3582, 'lock_version': 23, 'stale': True, 'uri': '/repositories/12/resources/3582', 'warnings': []}"
/repositories/12/resources/3583,200,"{'status': 'Updated', 'id': 3583, 'lock_version': 19, 'stale': True, 'uri': '/repositories/12/resources/3583', 'warnings': []}"
/repositories/12/resources/3589,200,"{'status': 'Updated', 'id': 3589, 'lock_version': 24, 'stale': True, 'uri': '/repositories/12/resources/3589', 'warnings': []}"
/repositories/12/resources/3602,200,"{'status': 'Updated', 'id': 3602, 'lock_version': 21, 'stale': True, 'uri': '/repositories/12/resources/3602', 'warnings': []}"
/repositories/12/resources/3689,200,"{'status': 'Updated', 'id': 3689, 'lock_version': 21, 'stale': True, 'uri': '/repositories/12/resources/3689', 'warnings': []}"
/repositories/12/resources/3690,200,"{'status': 'Updated', 'id': 3690, 'lock_version': 21, 'stale': True, 'uri': '/repositories/12/resources/3690', 'warnings': []}"
/repositories/12/resources/3692,200,"{'status': 'Updated', 'id': 3692, 'lock_version': 21, 'stale': True, 'uri': '/repositories/12/resources/3692', 'warnings': []}"
/repositories/12/resources/3712,200,"{'status': 'Updated', 'id': 3712, 'lock_version': 25, 'stale': True, 'uri': '/repositories/12/resources/3712', 'warnings': []}"
/repositories/12/resources/3758,200,"{'status': 'Updated', 'id': 3758, 'lock_version': 23, 'stale': True, 'uri': '/repositories/12/resources/3758', 'warnings': []}"
/repositories/12/resources/4022,200,"{'status': 'Updated', 'id': 4022, 'lock_version': 23, 'stale': True, 'uri': '/repositories/12/resources/4022', 'warnings': []}"
/repositories/12/resources/4412,200,"{'status': 'Updated', 'id': 4412, 'lock_version': 17, 'stale': True, 'uri': '/repositories/12/resources/4412', 'warnings': []}"
/repositories/12/resources/4520,200,"{'status': 'Updated', 'id': 4520, 'lock_version': 29, 'stale': True, 'uri': '/repositories/12/resources/4520', 'warnings': []}"
/repositories/12/resources/4823,200,"{'status': 'Updated', 'id': 4823, 'lock_version': 26, 'stale': True, 'uri': '/repositories/12/resources/4823', 'warnings': []}"
/repositories/12/resources/4837,200,"{'status': 'Updated', 'id': 4837, 'lock_version': 25, 'stale': True, 'uri': '/repositories/12/resources/4837', 'warnings': []}"
/repositories/12/resources/4872,200,"{'status': 'Updated', 'id': 4872, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/4872', 'warnings': []}"
/repositories/12/resources/5189,200,"{'status': 'Updated', 'id': 5189, 'lock_version': 5, 'stale': True, 'uri': '/repositories/12/resources/5189', 'warnings': []}"
/repositories/12/resources/5202,200,"{'status': 'Updated', 'id': 5202, 'lock_version': 16, 'stale': True, 'uri': '/repositories/12/resources/5202', 'warnings': []}"
/repositories/12/resources/5204,200,"{'status': 'Updated', 'id': 5204, 'lock_version': 16, 'stale': True, 'uri': '/repositories/12/resources/5204', 'warnings': []}"
/repositories/12/resources/5219,200,"{'status': 'Updated', 'id': 5219, 'lock_version': 7, 'stale': True, 'uri': '/repositories/12/resources/5219', 'warnings': []}"
/repositories/12/resources/5239,200,"{'status': 'Updated', 'id': 5239, 'lock_version': 5, 'stale': True, 'uri': '/repositories/12/resources/5239', 'warnings': []}"
/repositories/12/resources/5331,200,"{'status': 'Updated', 'id': 5331, 'lock_version': 27, 'stale': True, 'uri': '/repositories/12/resources/5331', 'warnings': []}"
/repositories/12/resources/5333,200,"{'status': 'Updated', 'id': 5333, 'lock_version': 24, 'stale': True, 'uri': '/repositories/12/resources/5333', 'warnings': []}"
/repositories/12/resources/5334,200,"{'status': 'Updated', 'id': 5334, 'lock_version': 19, 'stale': True, 'uri': '/repositories/12/resources/5334', 'warnings': []}"
/repositories/12/resources/5335,200,"{'status': 'Updated', 'id': 5335, 'lock_version': 21, 'stale': True, 'uri': '/repositories/12/resources/5335', 'warnings': []}"
/repositories/12/resources/5501,200,"{'status': 'Updated', 'id': 5501, 'lock_version': 24, 'stale': True, 'uri': '/repositories/12/resources/5501', 'warnings': []}"
/repositories/12/resources/5716,200,"{'status': 'Updated', 'id': 5716, 'lock_version': 43, 'stale': True, 'uri': '/repositories/12/resources/5716', 'warnings': []}"
/repositories/12/resources/10668,200,"{'status': 'Updated', 'id': 10668, 'lock_version': 19, 'stale': True, 'uri': '/repositories/12/resources/10668', 'warnings': []}"
/repositories/12/resources/10700,200,"{'status': 'Updated', 'id': 10700, 'lock_version': 34, 'stale': True, 'uri': '/repositories/12/resources/10700', 'warnings': []}"
/repositories/11/resources/1875,200,"{'status': 'Updated', 'id': 1875, 'lock_version': 69, 'stale': True, 'uri': '/repositories/11/resources/1875', 'warnings': []}"
/repositories/12/resources/3905,200,"{'status': 'Updated', 'id': 3905, 'lock_version': 22, 'stale': True, 'uri': '/repositories/12/resources/3905', 'warnings': []}"
/repositories/11/resources/775,200,"{'status': 'Updated', 'id': 775, 'lock_version': 46, 'stale': True, 'uri': '/repositories/11/resources/775', 'warnings': []}"
/repositories/12/resources/4829,200,"{'status': 'Updated', 'id': 4829, 'lock_version': 24, 'stale': True, 'uri': '/repositories/12/resources/4829', 'warnings': []}"
/repositories/12/resources/5269,200,"{'status': 'Updated', 'id': 5269, 'lock_version': 56, 'stale': True, 'uri': '/repositories/12/resources/5269', 'warnings': []}"
/repositories/12/resources/5106,200,"{'status': 'Updated', 'id': 5106, 'lock_version': 7, 'stale': True, 'uri': '/repositories/12/resources/5106', 'warnings': []}"
/repositories/12/resources/3866,200,"{'status': 'Updated', 'id': 3866, 'lock_version': 49, 'stale': True, 'uri': '/repositories/12/resources/3866', 'warnings': []}"
/repositories/12/resources/3751,200,"{'status': 'Updated', 'id': 3751, 'lock_version': 61, 'stale': True, 'uri': '/repositories/12/resources/3751', 'warnings': []}"
/repositories/12/resources/3727,200,"{'status': 'Updated', 'id': 3727, 'lock_version': 25, 'stale': True, 'uri': '/repositories/12/resources/3727', 'warnings': []}"
/repositories/12/resources/3723,200,"{'status': 'Updated', 'id': 3723, 'lock_version': 19, 'stale': True, 'uri': '/repositories/12/resources/3723', 'warnings': []}"
/repositories/12/resources/3567,200,"{'status': 'Updated', 'id': 3567, 'lock_version': 21, 'stale': True, 'uri': '/repositories/12/resources/3567', 'warnings': []}"
/repositories/12/resources/3597,200,"{'status': 'Updated', 'id': 3597, 'lock_version': 24, 'stale': True, 'uri': '/repositories/12/resources/3597', 'warnings': []}"
/repositories/12/resources/3706,200,"{'status': 'Updated', 'id': 3706, 'lock_version': 23, 'stale': True, 'uri': '/repositories/12/resources/3706', 'warnings': []}"
/repositories/11/resources/1823,200,"{'status': 'Updated', 'id': 1823, 'lock_version': 27, 'stale': True, 'uri': '/repositories/11/resources/1823', 'warnings': []}"
/repositories/12/resources/3733,200,"{'status': 'Updated', 'id': 3733, 'lock_version': 34, 'stale': True, 'uri': '/repositories/12/resources/3733', 'warnings': []}"
/repositories/11/resources/1669,200,"{'status': 'Updated', 'id': 1669, 'lock_version': 51, 'stale': True, 'uri': '/repositories/11/resources/1669', 'warnings': []}"
/repositories/11/resources/11062,200,"{'status': 'Updated', 'id': 11062, 'lock_version': 71, 'stale': True, 'uri': '/repositories/11/resources/11062', 'warnings': []}"
/repositories/11/resources/933,200,"{'status': 'Updated', 'id': 933, 'lock_version': 19, 'stale': True, 'uri': '/repositories/11/resources/933', 'warnings': []}"
/repositories/12/resources/3697,200,"{'status': 'Updated', 'id': 3697, 'lock_version': 24, 'stale': True, 'uri': '/repositories/12/resources/3697', 'warnings': []}"
/repositories/12/resources/3134,200,"{'status': 'Updated', 'id': 3134, 'lock_version': 39, 'stale': True, 'uri': '/repositories/12/resources/3134', 'warnings': []}"
/repositories/12/resources/2934,200,"{'status': 'Updated', 'id': 2934, 'lock_version': 24, 'stale': True, 'uri': '/repositories/12/resources/2934', 'warnings': []}"
/repositories/12/resources/2952,200,"{'status': 'Updated', 'id': 2952, 'lock_version': 21, 'stale': True, 'uri': '/repositories/12/resources/2952', 'warnings': []}"
/repositories/12/resources/3017,200,"{'status': 'Updated', 'id': 3017, 'lock_version': 32, 'stale': True, 'uri': '/repositories/12/resources/3017', 'warnings': []}"
/repositories/12/resources/3077,200,"{'status': 'Updated', 'id': 3077, 'lock_version': 18, 'stale': True, 'uri': '/repositories/12/resources/3077', 'warnings': []}"
/repositories/12/resources/3106,200,"{'status': 'Updated', 'id': 3106, 'lock_version': 40, 'stale': True, 'uri': '/repositories/12/resources/3106', 'warnings': []}"
/repositories/12/resources/3150,200,"{'status': 'Updated', 'id': 3150, 'lock_version': 29, 'stale': True, 'uri': '/repositories/12/resources/3150', 'warnings': []}"
/repositories/12/resources/3153,200,"{'status': 'Updated', 'id': 3153, 'lock_version': 10, 'stale': True, 'uri': '/repositories/12/resources/3153', 'warnings': []}"
/repositories/12/resources/3160,200,"{'status': 'Updated', 'id': 3160, 'lock_version': 24, 'stale': True, 'uri': '/repositories/12/resources/3160', 'warnings': []}"
/repositories/12/resources/3183,200,"{'status': 'Updated', 'id': 3183, 'lock_version': 22, 'stale': True, 'uri': '/repositories/12/resources/3183', 'warnings': []}"
/repositories/12/resources/3359,200,"{'status': 'Updated', 'id': 3359, 'lock_version': 17, 'stale': True, 'uri': '/repositories/12/resources/3359', 'warnings': []}"
/repositories/12/resources/3393,200,"{'status': 'Updated', 'id': 3393, 'lock_version': 22, 'stale': True, 'uri': '/repositories/12/resources/3393', 'warnings': []}"
/repositories/12/resources/3396,200,"{'status': 'Updated', 'id': 3396, 'lock_version': 22, 'stale': True, 'uri': '/repositories/12/resources/3396', 'warnings': []}"
/repositories/12/resources/3432,200,"{'status': 'Updated', 'id': 3432, 'lock_version': 18, 'stale': True, 'uri': '/repositories/12/resources/3432', 'warnings': []}"
/repositories/12/resources/3524,200,"{'status': 'Updated', 'id': 3524, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3524', 'warnings': []}"
/repositories/12/resources/3542,200,"{'status': 'Updated', 'id': 3542, 'lock_version': 25, 'stale': True, 'uri': '/repositories/12/resources/3542', 'warnings': []}"
/repositories/12/resources/3576,200,"{'status': 'Updated', 'id': 3576, 'lock_version': 24, 'stale': True, 'uri': '/repositories/12/resources/3576', 'warnings': []}"
/repositories/12/resources/3578,200,"{'status': 'Updated', 'id': 3578, 'lock_version': 27, 'stale': True, 'uri': '/repositories/12/resources/3578', 'warnings': []}"
/repositories/12/resources/3606,200,"{'status': 'Updated', 'id': 3606, 'lock_version': 81, 'stale': True, 'uri': '/repositories/12/resources/3606', 'warnings': []}"
/repositories/12/resources/3613,200,"{'status': 'Updated', 'id': 3613, 'lock_version': 22, 'stale': True, 'uri': '/repositories/12/resources/3613', 'warnings': []}"
/repositories/12/resources/3686,200,"{'status': 'Updated', 'id': 3686, 'lock_version': 22, 'stale': True, 'uri': '/repositories/12/resources/3686', 'warnings': []}"
/repositories/12/resources/3688,200,"{'status': 'Updated', 'id': 3688, 'lock_version': 23, 'stale': True, 'uri': '/repositories/12/resources/3688', 'warnings': []}"
/repositories/12/resources/3691,200,"{'status': 'Updated', 'id': 3691, 'lock_version': 23, 'stale': True, 'uri': '/repositories/12/resources/3691', 'warnings': []}"
/repositories/12/resources/3693,200,"{'status': 'Updated', 'id': 3693, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3693', 'warnings': []}"
/repositories/12/resources/3694,200,"{'status': 'Updated', 'id': 3694, 'lock_version': 22, 'stale': True, 'uri': '/repositories/12/resources/3694', 'warnings': []}"
/repositories/12/resources/3715,200,"{'status': 'Updated', 'id': 3715, 'lock_version': 70, 'stale': True, 'uri': '/repositories/12/resources/3715', 'warnings': []}"
/repositories/12/resources/3732,200,"{'status': 'Updated', 'id': 3732, 'lock_version': 34, 'stale': True, 'uri': '/repositories/12/resources/3732', 'warnings': []}"
/repositories/12/resources/3746,200,"{'status': 'Updated', 'id': 3746, 'lock_version': 24, 'stale': True, 'uri': '/repositories/12/resources/3746', 'warnings': []}"
/repositories/12/resources/3755,200,"{'status': 'Updated', 'id': 3755, 'lock_version': 39, 'stale': True, 'uri': '/repositories/12/resources/3755', 'warnings': []}"
/repositories/12/resources/3761,200,"{'status': 'Updated', 'id': 3761, 'lock_version': 40, 'stale': True, 'uri': '/repositories/12/resources/3761', 'warnings': []}"
/repositories/12/resources/3764,200,"{'status': 'Updated', 'id': 3764, 'lock_version': 24, 'stale': True, 'uri': '/repositories/12/resources/3764', 'warnings': []}"
/repositories/12/resources/3774,200,"{'status': 'Updated', 'id': 3774, 'lock_version': 35, 'stale': True, 'uri': '/repositories/12/resources/3774', 'warnings': []}"
/repositories/12/resources/3777,200,"{'status': 'Updated', 'id': 3777, 'lock_version': 26, 'stale': True, 'uri': '/repositories/12/resources/3777', 'warnings': []}"
/repositories/12/resources/3843,200,"{'status': 'Updated', 'id': 3843, 'lock_version': 28, 'stale': True, 'uri': '/repositories/12/resources/3843', 'warnings': []}"
/repositories/12/resources/3849,200,"{'status': 'Updated', 'id': 3849, 'lock_version': 21, 'stale': True, 'uri': '/repositories/12/resources/3849', 'warnings': []}"
/repositories/12/resources/3891,200,"{'status': 'Updated', 'id': 3891, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3891', 'warnings': []}"
/repositories/12/resources/3901,200,"{'status': 'Updated', 'id': 3901, 'lock_version': 20, 'stale': True, 'uri': '/repositories/12/resources/3901', 'warnings': []}"
/repositories/12/resources/3917,200,"{'status': 'Updated', 'id': 3917, 'lock_version': 28, 'stale': True, 'uri': '/repositories/12/resources/3917', 'warnings': []}"
/repositories/12/resources/3967,200,"{'status': 'Updated', 'id': 3967, 'lock_version': 26, 'stale': True, 'uri': '/repositories/12/resources/3967', 'warnings': []}"
/repositories/12/resources/4084,200,"{'status': 'Updated', 'id': 4084, 'lock_version': 26, 'stale': True, 'uri': '/repositories/12/resources/4084', 'warnings': []}"
/repositories/12/resources/4085,200,"{'status': 'Updated', 'id': 4085, 'lock_version': 22, 'stale': True, 'uri': '/repositories/12/resources/4085', 'warnings': []}"
/repositories/12/resources/4088,200,"{'status': 'Updated', 'id': 4088, 'lock_version': 24, 'stale': True, 'uri': '/repositories/12/resources/4088', 'warnings': []}"
/repositories/12/resources/4355,200,"{'status': 'Updated', 'id': 4355, 'lock_version': 26, 'stale': True, 'uri': '/repositories/12/resources/4355', 'warnings': []}"
/repositories/12/resources/4450,200,"{'status': 'Updated', 'id': 4450, 'lock_version': 47, 'stale': True, 'uri': '/repositories/12/resources/4450', 'warnings': []}"
/repositories/12/resources/4469,200,"{'status': 'Updated', 'id': 4469, 'lock_version': 26, 'stale': True, 'uri': '/repositories/12/resources/4469', 'warnings': []}"
/repositories/12/resources/4556,200,"{'status': 'Updated', 'id': 4556, 'lock_version': 54, 'stale': True, 'uri': '/repositories/12/resources/4556', 'warnings': []}"
/repositories/12/resources/4562,200,"{'status': 'Updated', 'id': 4562, 'lock_version': 38, 'stale': True, 'uri': '/repositories/12/resources/4562', 'warnings': []}"
/repositories/12/resources/4817,200,"{'status': 'Updated', 'id': 4817, 'lock_version': 41, 'stale': True, 'uri': '/repositories/12/resources/4817', 'warnings': []}"
/repositories/12/resources/4825,200,"{'status': 'Updated', 'id': 4825, 'lock_version': 59, 'stale': True, 'uri': '/repositories/12/resources/4825', 'warnings': []}"
