"uri","component_id","display_string","iso_language_code","language","acquistions_note"
archives.yale.edu/repositories/11/archival_objects/2403638,P.CtYBR inv. 3912(B),"Document, Byzantine",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2400014,P.CtYBR inv. 691(first text),"Declaration (?), Roman CE ii [MIR]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2401739,P.CtYBR inv. 2472,Uncertain genre,ara,Arabic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2403725,P.CtYBR inv. 3993,"List (?), Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405108,P.CtYBR inv. 5940,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405628,P.CtYBR inv. 5179,Document,grc,"Greek, Ancient (to 1453)","1997a"
archives.yale.edu/repositories/11/archival_objects/2403661,P.CtYBR inv. 3934,"Account, Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2399925,P.CtYBR inv. 611,"Report, Roman [RD]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2401466,P.CtYBR inv. 1927,Account (?),cop,Coptic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2403637,P.CtYBR inv. 3912(A),"Account, Byzantine CE v [A.BEN]",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405198,P.CtYBR inv. 6032,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2403793,P.CtYBR inv. 4065(A),"Letter, Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404287,P.CtYBR inv. 4579,Document (?),grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401931,P.CtYBR inv. 2837,Document,egy,Egyptian (Ancient),"1965a"
archives.yale.edu/repositories/11/archival_objects/2405255,P.CtYBR inv. 6091,"Uncertain genre, Ptolemaic",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2402213,P.CtYBR inv. 3276,"Document (?), Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2403029,P.CtYBR inv. 1854,"Letter, Byzantine-Medieval CE vii [TCP]",cop,Coptic,"1964"
archives.yale.edu/repositories/11/archival_objects/2399789,P.CtYBR inv. 496 qua,"Account, Roman CE iii [MIR]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2400819,P.CtYBR inv. 1292,"Contract, Roman CE 174-175 [RD]",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2401761,P.CtYBR inv. 2493,Uncertain genre,ara,Arabic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2401330,P.CtYBR inv. 3573(second text),"Uncertain genre, Modern (?) [SLE]",,,"1993a"
archives.yale.edu/repositories/11/archival_objects/2406032,P.CtYBR inv. 5527,"Document (?), Ptolemaic",grc,"Greek, Ancient (to 1453)","1994c"
archives.yale.edu/repositories/11/archival_objects/2405408,P.CtYBR inv. 4655,"Document, Byzantine",grc,"Greek, Ancient (to 1453)","1997a"
archives.yale.edu/repositories/11/archival_objects/2402638,P.CtYBR inv. 3763 qua,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2404054,P.CtYBR inv. 4330 qua,"Document, Byzantine",grc,"Greek, Ancient (to 1453)","1992b"
archives.yale.edu/repositories/11/archival_objects/2405323,P.CtYBR inv. 4496,"Account, Roman",grc,"Greek, Ancient (to 1453)","1996b"
archives.yale.edu/repositories/11/archival_objects/2400748,P.CtYBR inv. 1243 qua,"Contract (?), Byzantine CE 429",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2400353,P.CtYBR inv. 981(A),"Contract, Roman",grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2405979,P.CtYBR inv. 5473,"Document (?), Ptolemaic",grc,"Greek, Ancient (to 1453)","1994c"
archives.yale.edu/repositories/11/archival_objects/2402015,P.CtYBR inv. 3105,Document (?),grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2405967,P.CtYBR inv. 5459,"Account (?), Ptolemaic",grc,"Greek, Ancient (to 1453)","1994c"
archives.yale.edu/repositories/11/archival_objects/2400654,P.CtYBR inv. 2277,Document (?),grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2399156,P.CtYBR inv. 37,"Registration, Roman CE 80, Oct 10",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1901: Donated by the Egypt Exploration Fund, January 1901. From the Egypt Exploration Fund's excavations. Horde includes P.CtYBR inv. 1, 7, 8, 14-16, 30-33, 35, 37, 40-43, 2190."
archives.yale.edu/repositories/11/archival_objects/2404034,P.CtYBR inv. 4313,"Document, Ptolemaic (?)",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2403984,P.CtYBR inv. 4270,"Document, Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2403136,P.CtYBR inv. 2990(first text),"Document, Byzantine-Medieval CE vi-vii [TCP]",grc,"Greek, Ancient (to 1453)","1964"
archives.yale.edu/repositories/11/archival_objects/2400668,P.CtYBR inv. 2289,Document,grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2402877,P.CtYBR inv. 2232,"Drawing, Ptolemaic-Roman [BB]",,,"1945"
archives.yale.edu/repositories/11/archival_objects/2405070,P.CtYBR inv. 5901,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2403065,P.CtYBR inv. 2255,"Document, Byzantine-Medieval CE vii [TCP]",grc,"Greek, Ancient (to 1453)","1964"
archives.yale.edu/repositories/11/archival_objects/2403945,P.CtYBR inv. 4236(B),"Literary work (?), Roman (?)",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2400848,P.CtYBR inv. 1316,"Letter (?), Byzantine CE iv [CBW]",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2403094,P.CtYBR inv. 2911,"Literary work, Byzantine CE vi [TCP]",cop,Coptic,"1964"
archives.yale.edu/repositories/11/archival_objects/2401325,P.CtYBR inv. 3570,"Account, Byzantine CE vi [A.BEN]",grc,"Greek, Ancient (to 1453)","1993a"
archives.yale.edu/repositories/11/archival_objects/2402637,P.CtYBR inv. 3762,"Account, Byzantine-Medieval",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2402434,P.CtYBR inv. 3486,Document,grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2405403,P.CtYBR inv. 4650,"Account, Roman",grc,"Greek, Ancient (to 1453)","1997a"
archives.yale.edu/repositories/11/archival_objects/2400789,P.CtYBR inv. 1271,"Contract, Roman CE ii [CBW]",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2405254,P.CtYBR inv. 6090,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2403025,P.CtYBR inv. 1850 qua,"Letter, Byzantine-Medieval CE vi-vii [TCP]",cop,Coptic,"1964"
archives.yale.edu/repositories/11/archival_objects/2402615,P.CtYBR inv. 3740 qua,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2400009,P.CtYBR inv. 686,"Letter, Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2404445,P.CtYBR inv. 4854,Document,egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405719,P.CtYBR inv. 5274 (A-B),Document (?),grc,"Greek, Ancient (to 1453)","1997a"
archives.yale.edu/repositories/11/archival_objects/2399829,P.CtYBR inv. 528,"Document, Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2400384,P.CtYBR inv. 1008,"Document, Byzantine [CBW]",grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2405698,P.CtYBR inv. 5253,"Document, Byzantine",grc,"Greek, Ancient (to 1453)","1997a"
archives.yale.edu/repositories/11/archival_objects/2404044,P.CtYBR inv. 4321,"Document, Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401764,P.CtYBR inv. 2496,Uncertain genre,ara,Arabic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2401516,P.CtYBR inv. 1973,"Document, Byzantine-Medieval CE v-vii [AES]",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2403850,P.CtYBR inv. 4155(B),"Document, Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404401,P.CtYBR inv. 4810,Document (?),egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2400205,P.CtYBR inv. 861(B),"Document, Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2399768,P.CtYBR inv. 479(A),"Document, Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2402297,P.CtYBR inv. 3353,Document (?),grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2399865,P.CtYBR inv. 558,"Account, Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2403557,P.CtYBR inv. 3607,"Letter, Ptolemaic BCE ii [RD], BCE iii [AES]",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401548,P.CtYBR inv. 2001,"Contract [SPV], Ptolemaic BCE 246-222 [SPV]",egy,Egyptian (Ancient),"1965a"
archives.yale.edu/repositories/11/archival_objects/2404075,P.CtYBR inv. 4347,"Letter, Ptolemaic",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2403652,P.CtYBR inv. 3926,"Document, Roman CE 108-109",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
