"uri","component_id","display_string","iso_language_code","language","acquistions_note"
archives.yale.edu/repositories/11/archival_objects/2400737,P.CtYBR inv. 1234(B),"Account (?), Roman CE ii [CBW]",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2401386,P.CtYBR inv. 2204,Document (?),grc,"Greek, Ancient (to 1453)","1937"
archives.yale.edu/repositories/11/archival_objects/2403369,P.CtYBR inv. 2629(A) qua,"Letter, Medieval CE ix [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2401809,P.CtYBR inv. 2541,Document,egy,Egyptian (Ancient),"1965a"
archives.yale.edu/repositories/11/archival_objects/2400139,P.CtYBR inv. 802,"Document, Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2405109,P.CtYBR inv. 5941,"Uncertain genre, Ptolemaic",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401589,P.CtYBR inv. 2035,"Order for payment (?), Byzantine CE iv-vi [AES]",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2403196,P.CtYBR inv. 3051,"Document (?), Byzantine-Medieval CE vi-vii [TCP]",grc,"Greek, Ancient (to 1453)","1964"
archives.yale.edu/repositories/11/archival_objects/2404526,P.CtYBR inv. 4936,Document,egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2403488,P.CtYBR inv. 2733 qua,"Document, Medieval CE ix [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2404695,P.CtYBR inv. 5431,"Document (?), Medieval",ara,Arabic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2402180,P.CtYBR inv. 3246,Document (?),cop,Coptic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2404791,P.CtYBR inv. 5621,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2400168,P.CtYBR inv. 829,Document,grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2403456,P.CtYBR inv. 2703,"Document, Medieval CE 814",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2402786,P.CtYBR inv. 4120,Document (?),egy,Egyptian (Ancient),"1965a"
archives.yale.edu/repositories/11/archival_objects/2399496,P.CtYBR inv. 2139,"Document, Byzantine (?)",grc,"Greek, Ancient (to 1453)","1927"
archives.yale.edu/repositories/11/archival_objects/2404525,P.CtYBR inv. 4935,Document,egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404663,P.CtYBR inv. 5399 (A-B),"Document (?), Medieval",ara,Arabic,"1992b"
archives.yale.edu/repositories/11/archival_objects/2404275,P.CtYBR inv. 4568,Document (?),cop,Coptic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2400612,P.CtYBR inv. 1185,"List, Roman CE i-ii [CBW]",grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2401856,P.CtYBR inv. 2762,Document,egy,Egyptian (Ancient),"1965a"
archives.yale.edu/repositories/11/archival_objects/2400358,P.CtYBR inv. 984(B),"Account, Roman",grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2399801,P.CtYBR inv. 504(B)(second text) qua,"Account, Roman CE ii (?) [MIR]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2401394,P.CtYBR inv. 1690(1) qua,Literary work,egy,Egyptian (Ancient),"1950"
archives.yale.edu/repositories/11/archival_objects/2403706,P.CtYBR inv. 3975,"Document, Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401443,P.CtYBR inv. 1908(B),Letter (?),cop,Coptic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2402406,P.CtYBR inv. 3452,Drawing,,,"1965a"
archives.yale.edu/repositories/11/archival_objects/2399844,P.CtYBR inv. 543,"Contract or receipt (?), Roman BCE 6-5 [RD]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2403393,P.CtYBR inv. 2648(second text),"Letter, Medieval CE ix-x [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2403352,P.CtYBR inv. 2614,"Letter, Medieval CE ix [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2401374,P.CtYBR inv. 1679,"Receipt, Byzantine [GMP? NL?]",grc,"Greek, Ancient (to 1453)","1937"
archives.yale.edu/repositories/11/archival_objects/2404451,P.CtYBR inv. 4860,Literary work,egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405662,P.CtYBR inv. 5217,Document (?),,,"1997a"
archives.yale.edu/repositories/11/archival_objects/2402051,P.CtYBR inv. 3139,Literary work (?),grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2399990,P.CtYBR inv. 669,"Document, Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2402838,P.CtYBR inv. 2247 qua,Uncertain genre,ara,Arabic,"1951"
archives.yale.edu/repositories/11/archival_objects/2404842,P.CtYBR inv. 5672,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405445,P.CtYBR inv. 4707,"Document, Byzantine",grc,"Greek, Ancient (to 1453)","1997a"
archives.yale.edu/repositories/11/archival_objects/2402711,P.CtYBR inv. 3838,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2405389,P.CtYBR inv. 4612 qua,"Petition, Ptolemaic BCE 138",grc,"Greek, Ancient (to 1453)","1997a"
archives.yale.edu/repositories/11/archival_objects/2404104,P.CtYBR inv. 4374,"Document, Roman-Byzantine",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2399527,P.CtYBR inv. 2170,"Document, Roman",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report.| P.CtYBR inv. 213-239, 241-278, 281-295, and 2155-2188 were purchased by Harold Idris Bell and William Linn Westermann from Maurice Nahman in Cairo, late 1926.| The manuscripts were brought to Yale from the British Museum between 9 May and 11 October 1927."
archives.yale.edu/repositories/11/archival_objects/2404983,P.CtYBR inv. 5814,"Document (?), Medieval",ara,Arabic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2402857,P.CtYBR inv. 2212,Literary work (?),cop,Coptic,"1945"
archives.yale.edu/repositories/11/archival_objects/2402565,P.CtYBR inv. 3691 qua,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2401714,P.CtYBR inv. 2449,Uncertain genre,ara,Arabic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2400321,P.CtYBR inv. 964,"Account, Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2400510,P.CtYBR inv. 1099,"Petition, Roman CE ii [CBW]",grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2400960,P.CtYBR inv. 1398,"Contract, Roman CE iii [CBW]",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2399882,P.CtYBR inv. 571,"Report, Roman CE iii [RD]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2403021,P.CtYBR inv. 1846,"Document, Byzantine-Medieval CE vi-vii [TCP]",grc,"Greek, Ancient (to 1453)","1964"
archives.yale.edu/repositories/11/archival_objects/2399820,P.CtYBR inv. 520,"Receipt, Byzantine CE iv (?) [MIR]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2405049,P.CtYBR inv. 5880,Uncertain genre,egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401784,P.CtYBR inv. 2516,Uncertain genre,ara,Arabic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2401502,P.CtYBR inv. 1959,"Document, Byzantine CE iv-vi [AES]",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2400753,P.CtYBR inv. 1247(A),"Account, Roman CE ii [CBW]",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2404488,P.CtYBR inv. 4897,Document,egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405856,P.CtYBR inv. DP 49,Uncertain genre,,,
archives.yale.edu/repositories/11/archival_objects/2405625,P.CtYBR inv. 5176,Document,grc,"Greek, Ancient (to 1453)","1997a"
archives.yale.edu/repositories/11/archival_objects/2405186,P.CtYBR inv. 6020,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2399327,P.CtYBR inv. 171,"Letter, Roman CE iii [HIB]|Roman CE mid-ii [CBW]",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report.| P.CtYBR inv. 168-212, and 2147-2154, were purchased by Francis Willey Kelsey and David L. Askren from Tadaros in Medinet el-Faiyum, late 1926 or early 1927. The manuscripts were brought to Yale from the British Museum between 9 May and 11 October 1927."
archives.yale.edu/repositories/11/archival_objects/2400110,P.CtYBR inv. 775,"Document, Byzantine",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2402332,P.CtYBR inv. 3385,Letter,cop,Coptic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2403544,P.CtYBR inv. 3079(B),Document (?),grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404339,P.CtYBR inv. 4749,"Document, Roman",grc,"Greek, Ancient (to 1453)","1992b"
archives.yale.edu/repositories/11/archival_objects/2404207,P.CtYBR inv. 4465,Document,cop,Coptic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2403015,P.CtYBR inv. 1842(A),"Letter, Byzantine-Medieval CE vi-vii [TCP]",cop,Coptic,"1964"
archives.yale.edu/repositories/11/archival_objects/2403969,P.CtYBR inv. 4257(A) qua,"Account, Ptolemaic BCE ii",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2402107,P.CtYBR inv. 3184(A),Document (?),egy,Egyptian (Ancient),"1965a"
archives.yale.edu/repositories/11/archival_objects/2402027,P.CtYBR inv. 3117,"Document, Ptolemaic",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2404818,P.CtYBR inv. 5648,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404914,P.CtYBR inv. 5745,"Uncertain genre, Ptolemaic",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2402532,P.CtYBR inv. 3646 qua,"Document, Byzantine",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2399695,P.CtYBR inv. 423,"List, Roman CE i [MIR]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2403774,P.CtYBR inv. 4052,"Contract, Roman CE ii [RD]",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2399261,P.CtYBR inv. 108,"Contract, Roman CE ii-iii [HIB], after CE 161 [RD]",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report. P.CtYBR inv. 79-109, 2058-2067 were purchased by Dr. David L. Askren, before 1927."
archives.yale.edu/repositories/11/archival_objects/2404715,P.CtYBR inv. 5452,"Document (?), Medieval",ara,Arabic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2402025,P.CtYBR inv. 3115,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2400320,P.CtYBR inv. 963,Document (?),grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2402376,P.CtYBR inv. 3428,"Literary text, Roman",egy,Egyptian (Ancient),"1965a"
archives.yale.edu/repositories/11/archival_objects/2403408,P.CtYBR inv. 2660,"Letter, Medieval CE ix [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2401302,P.CtYBR inv. 3549,Magical text,cop,Coptic,"1993a"
archives.yale.edu/repositories/11/archival_objects/2402346,P.CtYBR inv. 3399,Document,grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2405872,P.CtYBR inv. DP 65(B),"Document, Roman CE iii",grc,"Greek, Ancient (to 1453)",
archives.yale.edu/repositories/11/archival_objects/2404014,P.CtYBR inv. 4297 qua,"Document, Ptolemaic BCE ii [RD]|Ptolemaic BCE iii [AES]",grc,"Greek, Ancient (to 1453)","1992b"
archives.yale.edu/repositories/11/archival_objects/2405101,P.CtYBR inv. 5933,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2402304,P.CtYBR inv. 3359(B),Document (?),grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2400388,P.CtYBR inv. 1011,"Document, Roman",grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2405369,P.CtYBR inv. 4661,"Document, Roman",grc,"Greek, Ancient (to 1453)","1996c"
archives.yale.edu/repositories/11/archival_objects/2402598,P.CtYBR inv. 3723 qua,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2402194,P.CtYBR inv. 3258,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2405433,P.CtYBR inv. 4697(B),"Account, Roman",grc,"Greek, Ancient (to 1453)","1997a"
archives.yale.edu/repositories/11/archival_objects/2404874,P.CtYBR inv. 5705,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401090,P.CtYBR inv. 1494,"Account, Roman [NL]",grc,"Greek, Ancient (to 1453)","1928"
archives.yale.edu/repositories/11/archival_objects/2404228,P.CtYBR inv. 4522 qua,(A) Document|(B) Document or literary work,grc,"Greek, Ancient (to 1453)","1992b"
archives.yale.edu/repositories/11/archival_objects/2402809,P.CtYBR inv. 4734,Literary work (?),grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2400106,P.CtYBR inv. 772,"Document, Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2399793,P.CtYBR inv. 499,"Order for payment, Byzantine CE 398, Oct. 8 [RD]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2405962,P.CtYBR inv. 5184,"Letter, Byzantine CE vi (?)",cop,Coptic,"Acquisition information, 2004: Purchased from Charles Ede Limited, London, 22 April 2004."
archives.yale.edu/repositories/11/archival_objects/2401172,P.CtYBR inv. 1558,"Contract, Roman [RD]",grc,"Greek, Ancient (to 1453)","1935"
archives.yale.edu/repositories/11/archival_objects/2404196,P.CtYBR inv. 4457(B),"Document, Ptolemaic-Roman",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2403613,P.CtYBR inv. 3891 qua,"Document, Roman",grc,"Greek, Ancient (to 1453)","1992b"
archives.yale.edu/repositories/11/archival_objects/2401441,P.CtYBR inv. 1907,Letter (?),cop,Coptic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2405449,P.CtYBR inv. 4711,"Letter (?), Petition (?), Roman",grc,"Greek, Ancient (to 1453)","1997a"
